obs0,obs1,obs2,obs3,obs4,action
0.2175000011920929,0.550000011920929,0.4987500011920929,0.5066666603088379,0.5833333134651184,0
0.22333332896232605,0.5583333373069763,0.4975000023841858,0.5066666603088379,0.5833333134651184,0
0.23000000417232513,0.5666666626930237,0.4962500035762787,0.5066666603088379,0.5833333134651184,0
0.23749999701976776,0.574999988079071,0.4950000047683716,0.5066666603088379,0.5833333134651184,0
0.24583333730697632,0.5833333134651184,0.4937500059604645,0.5066666603088379,0.5833333134651184,0
0.2549999952316284,0.5916666388511658,0.4925000071525574,0.5066666603088379,0.5833333134651184,0
0.26499998569488525,0.6000000238418579,0.49125000834465027,0.5066666603088379,0.5833333134651184,0
0.2758333384990692,0.6083333492279053,0.49000000953674316,0.5066666603088379,0.5833333134651184,0
0.2874999940395355,0.6166666746139526,0.48875001072883606,0.5066666603088379,0.5833333134651184,0
0.30000001192092896,0.625,0.48750001192092896,0.5066666603088379,0.5833333134651184,0
0.31333333253860474,0.6333333253860474,0.48625001311302185,0.5066666603088379,0.5833333134651184,0
0.32749998569488525,0.6416666507720947,0.48500001430511475,0.5066666603088379,0.5833333134651184,0
0.3425000011920929,0.6499999761581421,0.48374998569488525,0.5066666603088379,0.5833333134651184,0
0.3583333194255829,0.6583333611488342,0.48249998688697815,0.5066666603088379,0.5833333134651184,0
0.375,0.6666666865348816,0.48124998807907104,0.5066666603088379,0.5833333134651184,0
0.39250001311302185,0.675000011920929,0.47999998927116394,0.5066666603088379,0.5833333134651184,0
0.41083332896232605,0.6833333373069763,0.47874999046325684,0.5066666603088379,0.5833333134651184,0
0.4300000071525574,0.6916666626930237,0.47749999165534973,0.5066666603088379,0.5833333134651184,0
0.44999998807907104,0.699999988079071,0.4762499928474426,0.5066666603088379,0.5833333134651184,0
0.47083333134651184,0.7083333134651184,0.4749999940395355,0.5066666603088379,0.5833333134651184,0
0.4925000071525574,0.7166666388511658,0.4737499952316284,0.5066666603088379,0.5833333134651184,0
0.5149999856948853,0.7250000238418579,0.4724999964237213,0.5066666603088379,0.5833333134651184,0
0.5383333563804626,0.7333333492279053,0.4712499976158142,0.5066666603088379,0.5833333134651184,0
0.5625,0.7416666746139526,0.4699999988079071,0.5066666603088379,0.5833333134651184,0
0.5874999761581421,0.75,0.46875,0.5066666603088379,0.5833333134651184,0
0.6133333444595337,0.7583333253860474,0.4675000011920929,0.5066666603088379,0.5833333134651184,0
0.6399999856948853,0.7666666507720947,0.4662500023841858,0.5066666603088379,0.5833333134651184,0
0.6675000190734863,0.7749999761581421,0.4650000035762787,0.5066666603088379,0.5833333134651184,0
0.6958333253860474,0.7833333611488342,0.4637500047683716,0.5066666603088379,0.5833333134651184,0
0.7250000238418579,0.7916666865348816,0.4625000059604645,0.5066666603088379,0.5833333134651184,0
0.7549999952316284,0.800000011920929,0.4612500071525574,0.5066666603088379,0.5833333134651184,0
0.7858333587646484,0.8083333373069763,0.46000000834465027,0.5066666603088379,0.5833333134651184,0
0.8174999952316284,0.8166666626930237,0.45875000953674316,0.5066666603088379,0.5833333134651184,0
0.8500000238418579,0.824999988079071,0.45750001072883606,0.5066666603088379,0.5833333134651184,0
0.8341666460037231,0.34166666865348816,0.45625001192092896,0.5066666603088379,0.5833333134651184,1
0.8191666603088379,0.3499999940395355,0.45500001311302185,0.5066666603088379,0.5833333134651184,0
0.8050000071525574,0.3583333194255829,0.45375001430511475,0.5066666603088379,0.5833333134651184,0
0.7916666865348816,0.36666667461395264,0.45249998569488525,0.5066666603088379,0.5833333134651184,0
0.7791666388511658,0.375,0.45124998688697815,0.5066666603088379,0.5833333134651184,0
0.7674999833106995,0.38333332538604736,0.44999998807907104,0.5066666603088379,0.5833333134651184,0
0.7566666603088379,0.3916666805744171,0.44874998927116394,0.5066666603088379,0.5833333134651184,0
0.746666669845581,0.4000000059604645,0.44749999046325684,0.5066666603088379,0.5833333134651184,0
0.737500011920929,0.40833333134651184,0.44624999165534973,0.5066666603088379,0.5833333134651184,0
0.7291666865348816,0.4166666567325592,0.4449999928474426,0.5066666603088379,0.5833333134651184,0
0.721666693687439,0.42500001192092896,0.4437499940395355,0.5066666603088379,0.5833333134651184,0
0.7149999737739563,0.4333333373069763,0.4424999952316284,0.5066666603088379,0.5833333134651184,0
0.7091666460037231,0.4416666626930237,0.4412499964237213,0.5066666603088379,0.5833333134651184,0
0.7041666507720947,0.44999998807907104,0.4399999976158142,0.5066666603088379,0.5833333134651184,0
0.699999988079071,0.4583333432674408,0.4387499988079071,0.5066666603088379,0.5833333134651184,0
0.684166669845581,0.34166666865348816,0.4375,0.5066666603088379,0.5833333134651184,1
0.6691666841506958,0.3499999940395355,0.4362500011920929,0.5066666603088379,0.5833333134651184,0
0.6549999713897705,0.3583333194255829,0.4350000023841858,0.5066666603088379,0.5833333134651184,0
0.6416666507720947,0.36666667461395264,0.4337500035762787,0.5066666603088379,0.5833333134651184,0
0.6291666626930237,0.375,0.4325000047683716,0.5066666603088379,0.5833333134651184,0
0.6175000071525574,0.38333332538604736,0.4312500059604645,0.5066666603088379,0.5833333134651184,0
0.6066666841506958,0.3916666805744171,0.4300000071525574,0.5066666603088379,0.5833333134651184,0
0.596666693687439,0.4000000059604645,0.42875000834465027,0.5066666603088379,0.5833333134651184,0
0.5874999761581421,0.40833333134651184,0.42750000953674316,0.5066666603088379,0.5833333134651184,0
0.5791666507720947,0.4166666567325592,0.42625001072883606,0.5066666603088379,0.5833333134651184,0
0.5716666579246521,0.42500001192092896,0.42500001192092896,0.5066666603088379,0.5833333134651184,0
0.5649999976158142,0.4333333373069763,0.42375001311302185,0.5066666603088379,0.5833333134651184,0
0.559166669845581,0.4416666626930237,0.42250001430511475,0.5066666603088379,0.5833333134651184,0
0.5541666746139526,0.44999998807907104,0.42124998569488525,0.5066666603088379,0.5833333134651184,0
0.550000011920929,0.4583333432674408,0.41999998688697815,0.5066666603088379,0.5833333134651184,0
0.54666668176651,0.46666666865348816,0.41874998807907104,0.5066666603088379,0.5833333134651184,0
0.5308333039283752,0.34166666865348816,0.41749998927116394,0.5066666603088379,0.5833333134651184,1
0.51583331823349,0.3499999940395355,0.41624999046325684,0.5066666603088379,0.5833333134651184,0
0.5016666650772095,0.3583333194255829,0.41499999165534973,0.5066666603088379,0.5833333134651184,0
0.4883333444595337,0.36666667461395264,0.4137499928474426,0.5066666603088379,0.5833333134651184,0
0.47583332657814026,0.375,0.4124999940395355,0.5066666603088379,0.5833333134651184,0
0.46416667103767395,0.38333332538604736,0.4112499952316284,0.5066666603088379,0.5833333134651184,0
0.4533333480358124,0.3916666805744171,0.4099999964237213,0.5066666603088379,0.5833333134651184,0
0.44333332777023315,0.4000000059604645,0.4087499976158142,0.5066666603088379,0.5833333134651184,0
0.43416666984558105,0.40833333134651184,0.4074999988079071,0.5066666603088379,0.5833333134651184,0
0.4258333444595337,0.4166666567325592,0.40625,0.5066666603088379,0.5833333134651184,0
0.4183333218097687,0.42500001192092896,0.4050000011920929,0.5066666603088379,0.5833333134651184,0
0.4116666615009308,0.4333333373069763,0.4037500023841858,0.5066666603088379,0.5833333134651184,0
0.40583333373069763,0.4416666626930237,0.4025000035762787,0.5066666603088379,0.5833333134651184,0
0.4008333384990692,0.44999998807907104,0.4012500047683716,0.5066666603088379,0.5833333134651184,0
0.39666667580604553,0.4583333432674408,0.4000000059604645,0.5066666603088379,0.5833333134651184,0
0.3933333456516266,0.46666666865348816,0.3987500071525574,0.5066666603088379,0.5833333134651184,0
0.3908333480358124,0.4749999940395355,0.39750000834465027,0.5066666603088379,0.5833333134651184,0
0.3891666531562805,0.4833333194255829,0.39625000953674316,0.5066666603088379,0.5833333134651184,0
0.3883333206176758,0.49166667461395264,0.39500001072883606,0.5066666603088379,0.5833333134651184,0
0.3883333206176758,0.5,0.39375001192092896,0.5066666603088379,0.5833333134651184,0
